City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,nouadhibou,20.931,-17.0347,67.98,32,89,18.41,MR,1675555545
340,imeni zhelyabova,58.9544,36.5956,18.77,96,94,6.35,RU,1675555738
341,halifax,44.6453,-63.5724,7.45,61,56,23.0,CA,1675555622
342,sinazongwe,-17.2614,27.4618,74.03,84,100,2.95,ZM,1675555738
343,alekseyevsk,57.8406,108.3492,7.43,96,100,6.62,RU,1675555738
344,takoradi,4.8845,-1.7554,78.87,89,93,8.32,GH,1675555739
345,korla,41.7597,86.1469,24.94,70,67,1.03,CN,1675555739
346,blatna,49.4249,13.8818,30.25,96,24,4.83,CZ,1675555739
347,ocean city,39.2776,-74.5746,27.0,64,4,10.0,US,1675555745
348,srednekolymsk,67.45,153.6833,-32.89,100,100,3.87,RU,1675555481
349,gamba,-2.65,10.0,74.55,95,99,5.21,GA,1675555746
350,coreau,-3.5333,-40.6567,75.07,88,46,3.98,BR,1675555746
351,otjiwarongo,-20.4637,16.6477,62.91,86,100,6.15,NA,1675555746
352,shieli,44.1667,66.75,32.47,91,75,7.09,KZ,1675555747
353,salinopolis,-0.6136,-47.3561,78.55,87,99,12.06,BR,1675555747
354,ndende,-2.4008,11.3581,72.9,98,99,1.14,GA,1675555747
355,lucapa,-8.4192,20.7447,62.98,97,100,2.26,AO,1675555748
356,cabo san lucas,22.8909,-109.9124,81.7,54,0,6.91,MX,1675555538
357,constitucion,-35.3333,-72.4167,60.13,95,24,2.53,CL,1675555748
358,lebu,-37.6167,-73.65,59.04,95,61,4.61,CL,1675555748
359,ziro,27.6333,93.8333,35.74,64,7,2.68,IN,1675555749
360,egvekinot,66.3167,-179.1667,-26.16,88,17,12.95,RU,1675555749
361,kulhudhuffushi,6.6221,73.07,80.04,78,100,3.83,MV,1675555750
362,kaitangata,-46.2817,169.8464,74.32,63,100,3.6,NZ,1675555750
363,harboore,56.6175,8.1807,34.14,89,97,25.84,DK,1675555750
364,champerico,14.3,-91.9167,81.5,65,2,7.36,GT,1675555751
365,opuwo,-18.0607,13.84,69.49,38,82,4.36,NA,1675555752
